conf_name,market,school_city,first_name,last_name,birthplace_city,birthplace_state,birthplace_country,FGM,Steals,Three_PTM,FTM,Blocks,Offensive_Reb,Assists,Defensive_Reb,Fouls,FT_Miss,FG_Miss,Turnovers,Minutes,team_games_played_2017,games_played_on_team,attendance,avg_mins_per_game
American Athletic,Memphis,"Memphis, TN, USA",KAREEM,BREWTON,Claxton,GA, USA,115,30,19,60,2,32,80,59,70,32,157,71,832,34,34,1,24.47
Southland,Texas A&M-CC,"Corpus Christi, TX, USA",KAREEM,SOUTH,Toronto,ON, CAN,118,29,40,54,3,33,34,92,56,9,159,50,893,29,29,1,30.79
Mid Eastern Athletic,Coppin State,"Baltimore, MD, USA",KARONN,DAVIS,Philadelphia,PA, USA,127,32,42,78,3,21,146,105,67,21,244,80,1007,32,32,1,31.47
Horizon,Cleveland State,"Cleveland, OH, USA",KASHEEM,THOMAS,Montreal,QC, CAN,61,14,15,52,0,6,79,59,40,20,111,50,737,35,35,1,21.06
Summit League,IPFW,"Fort Wayne, IN, USA",KASON,HARRELL,Pittsburgh,PA, USA,160,36,89,38,17,21,46,75,67,8,205,61,1015,33,33,1,30.76
Southeastern,Missouri,"Columbia, MO, USA",KASSIUS,ROBERTSON,Toronto,ON, CAN,158,32,105,116,2,9,77,90,58,30,216,77,1187,33,33,1,35.97
Missouri Valley,Southern Illinois,"Carbondale, IL, USA",KAVION,PIPPEN,Hamburg,AR, USA,179,21,0,41,45,58,31,138,82,22,146,54,901,33,33,1,27.3
Mid Eastern Athletic,Delaware State,"Dover, DE, USA",KAVON,WALLER,Chester,VA, USA,63,6,37,11,9,19,45,73,29,7,130,36,711,32,25,0.78,22.22
Southland,Incarnate Word,"San Antonio, TX, USA",KEATON,HERVEY,Cedar Park,TX, USA,60,11,11,70,6,19,29,39,38,20,100,40,587,28,25,0.89,20.96
Conference USA,UTSA,"San Antonio, TX, USA",KEATON,WALLACE,Dallas,TX, USA,139,28,74,46,13,23,93,84,62,16,242,59,965,35,35,1,27.57
Big 12,Texas Tech,"Lubbock, TX, USA",KEENAN,EVANS,Richardson,TX, USA,194,41,48,197,11,11,112,96,65,44,217,71,1059,37,36,0.97,28.62
Ohio Valley,SIU-Edwardsville,"Edwardsville, IL, USA",KEENAN,SIMMONS,Michigan City,IN, USA,84,4,1,24,31,68,10,89,83,14,58,26,754,30,30,1,25.13
Big Ten,Ohio State,"Columbus, OH, USA",KEITA,BATES-DIOP,Normal,IL, USA,247,31,66,112,56,52,56,244,57,29,268,62,1125,34,34,1,33.09
Northeast,St. Francis (PA),"Loretto, PA, USA",KEITH,BRAXTON,Glassboro,NJ, USA,180,54,40,132,18,50,102,245,52,34,199,81,1091,31,31,1,35.19
Southland,Southeastern Louisiana,"Hammond, LA, USA",KEITH,CHARLESTON,Little Rock,AR, USA,56,13,20,21,8,45,45,94,59,27,79,49,738,34,34,1,21.71
Mountain West,San Jose State,"San Jose, CA, USA",KEITH,FISHER,Los Angeles,CA, USA,122,25,0,68,7,56,26,133,93,37,126,61,769,30,30,1,25.63
Southern,Virginia Military,"Lexington, VA, USA",KEITH,SMITH,Danville,CA, USA,72,40,31,27,5,6,91,65,38,16,115,69,775,30,29,0.97,25.83
Southeastern,Florida,"Gainesville, FL, USA",KEITH,STONE,Deerfield Beach,FL, USA,99,20,39,65,30,53,24,94,91,25,126,46,817,34,34,1,24.03
Big East,Butler,"Indianapolis, IN, USA",KELAN,MARTIN,Louisville,KY, USA,259,26,95,130,16,33,70,186,67,24,321,84,1249,35,35,1,35.69
Big Sky,Montana State,"Bozeman, MT, USA",KELJIN,BLEVINS,Hot Springs,AR, USA,108,19,9,86,13,66,30,120,55,40,147,68,781,32,32,1,24.41
Atlantic 10,Davidson,"Davidson, NC, USA",KELLAN,GRADY,Boston,MA, USA,219,27,73,82,3,23,64,85,68,20,218,32,1163,33,33,1,35.24
Ohio Valley,Tennessee State,"Nashville, TN, USA",KEN'DARRIUS,HAMILTON,Montgomery,AL, USA,89,18,29,32,15,26,22,91,76,4,106,57,655,30,28,0.93,21.83
Big 12,Oklahoma State,"Stillwater, OK, USA",KENDALL,SMITH,Antioch,CA, USA,166,35,50,76,1,20,100,88,61,38,248,75,943,36,35,0.97,26.19
Mountain West,Nevada,"Reno, NV, USA",KENDALL,STEPHENS,St. Charles,IL, USA,155,17,126,47,24,15,21,61,90,4,195,28,1020,37,37,1,27.57
Horizon,Oakland,"Rochester, MI, USA",KENDRICK,NUNN,Chicago,IL, USA,262,45,134,119,11,27,113,115,64,23,340,88,1136,33,30,0.91,34.42
Western Athletic,Utah Valley,"Orem, UT, USA",KENNETH,OGBE,Munich,, DEU,150,26,67,84,7,19,49,85,52,37,161,57,1002,34,33,0.97,29.47
Horizon,Cleveland State,"Cleveland, OH, USA",KENNY,CARPENTER,Detroit,MI, USA,177,37,57,41,15,24,82,149,72,17,195,42,1146,35,34,0.97,32.74
Atlantic Sun,Lipscomb,"Nashville, TN, USA",KENNY,COOPER,Nashville,TN, USA,110,64,14,78,9,16,121,62,76,39,154,94,845,33,31,0.94,25.61
Atlantic Coast,North Carolina,"Chapel Hill, NC, USA",KENNY,WILLIAMS,Midlothian,VA, USA,156,38,72,38,18,39,88,97,69,16,165,40,1149,37,37,1,31.05
Big 12,TCU,"Fort Worth, TX, USA",KENRICH,WILLIAMS,Waco,TX, USA,155,56,45,66,15,89,124,208,81,30,170,65,1153,33,32,0.97,34.94
American Athletic,East Carolina,"Greenville, NC, USA",KENTRELL,BARKLEY,Durham,NC, USA,103,30,21,49,15,42,51,125,51,27,121,51,741,30,23,0.77,24.7
Western Athletic,Grand Canyon,"Phoenix, AZ, USA",KEONTA,VERNON,Tulare,CA, USA,125,26,0,62,39,78,45,149,101,49,117,42,781,34,34,1,22.97
Atlantic Coast,Virginia Tech,"Blacksburg, VA, USA",KERRY,BLACKSHEAR,Orlando,FL, USA,139,27,15,118,30,56,40,140,96,40,110,50,831,33,33,1,25.18
Big 12,Texas,"Austin, TX, USA",KERWIN,ROACH,Houston,TX, USA,140,47,44,71,8,26,113,93,77,38,181,79,1070,34,32,0.94,31.47
Southeastern,Florida,"Gainesville, FL, USA",KEVARRIUS,HAYES,Live Oak,FL, USA,62,31,0,34,67,77,14,88,83,34,47,33,767,34,33,0.97,22.56
Southeastern,Florida,"Gainesville, FL, USA",KEVAUGHN,ALLEN,Little Rock,AR, USA,118,34,59,77,16,15,82,67,49,8,211,44,1065,34,34,1,31.32
Sun Belt,Troy,"Troy, AL, USA",KEVIN,BAKER,St. Louis,MO, USA,61,25,45,57,0,9,104,77,64,24,164,63,816,33,33,1,24.73
Sun Belt,Texas-Arlington,"Arlington, TX, USA",KEVIN,HERVEY,Arlington,TX, USA,243,41,77,113,20,77,73,205,49,27,302,90,1065,34,33,0.97,31.32
Conference USA,Southern Miss,"Hattiesburg, MS, USA",KEVIN,HOLLAND,Tuscaloosa,AL, USA,80,26,59,11,4,10,48,53,68,3,112,17,1126,34,34,1,33.12
Big Ten,Maryland,"College Park, MD, USA",KEVIN,HUERTER,Clifton Park,NY, USA,162,20,73,75,21,31,108,130,76,24,160,80,1099,32,32,1,34.34
Southland,Nicholls State,"Thibodaux, LA, USA",KEVIN,JOHNSON,Thibodaux,LA, USA,78,61,26,28,0,26,84,63,55,10,121,37,962,32,32,1,30.06
Southeastern,Kentucky,"Lexington, KY, USA",KEVIN,KNOX,Tampa,FL, USA,197,31,57,127,10,33,53,167,82,37,244,85,1197,37,37,1,32.35
Ohio Valley,Belmont,"Nashville, TN, USA",KEVIN,MCCLAIN,Jennings,FL, USA,145,34,57,68,7,25,70,99,48,27,173,53,1068,33,33,1,32.36
Mid-American,Central Michigan,"Mount Pleasant, MI, USA",KEVIN,MCKAY,Warren,MI, USA,154,62,14,93,20,98,63,123,76,15,124,65,923,36,34,0.94,25.64
Southeastern,Missouri,"Columbia, MO, USA",KEVIN,PURYEAR,Blue Springs,MO, USA,93,10,13,84,8,51,27,90,74,18,118,48,835,33,33,1,25.3
Big South,UNC Asheville,"Asheville, NC, USA",KEVIN,VANNATTA,Upper Arlington,OH, USA,110,23,32,78,5,32,105,147,53,21,141,58,1195,34,34,1,35.15
Mid-American,Kent State,"Kent, OH, USA",KEVIN,ZABO,Gatineau,QC, CAN,155,36,44,85,2,19,82,89,85,23,213,63,980,34,34,1,28.82
Southland,Stephen F. Austin,"Nacogdoches, TX, USA",KEVON,HARRIS,Ellenwood,GA, USA,159,33,58,104,7,69,43,112,55,49,172,60,863,35,33,0.94,24.66
Missouri Valley,Illinois State,"Normal, IL, USA",KEYSHAWN,EVANS,Fort Lauderdale,FL, USA,140,19,91,85,0,10,108,70,54,27,201,62,935,33,30,0.91,28.33
Atlantic Coast,Wake Forest,"Winston-Salem, NC, USA",KEYSHAWN,WOODS,Gastonia,NC, USA,118,22,37,60,0,15,53,55,51,11,151,45,719,31,28,0.9,23.19
Big 12,Oklahoma,"Norman, OK, USA",KHADEEM,LATTIN,Houston,TX, USA,83,36,0,46,61,59,16,129,84,15,57,22,642,32,32,1,20.06
Big East,Seton Hall,"Newark, NJ, USA",KHADEEN,CARRINGTON,Brooklyn,NY, USA,170,36,53,138,10,20,150,86,74,29,237,79,1120,34,34,1,32.94
Big West,Cal State Fullerton,"Fullerton, CA, USA",KHALIL,AHMAD,Corona,CA, USA,170,39,57,87,7,17,52,104,59,18,237,78,1003,32,32,1,31.34
Big Ten,Wisconsin,"Madison, WI, USA",KHALIL,IVERSON,Delaware,OH, USA,107,26,0,69,30,60,58,109,54,32,89,67,1003,33,33,1,30.39
Metro Atlantic Athletic,Siena,"Albany, NY, USA",KHALIL,RICHARD,Baltimore,MD, USA,98,13,32,40,1,14,41,50,34,10,127,48,673,32,29,0.91,21.03
Horizon,Green Bay,"Green Bay, WI, USA",KHALIL,SMALL,Chicago,IL, USA,201,43,53,147,4,69,110,153,83,30,253,88,1130,33,33,1,34.24
Atlantic Coast,Pittsburgh,"Pittsburgh, PA, USA",KHAMERON,DAVIS,Highlands Ranch,CO, USA,45,19,23,14,16,8,31,82,53,6,66,36,773,32,32,1,24.16
Atlantic 10,Richmond,"Richmond, VA, USA",KHWAN,FORE,Huntsville,AL, USA,117,27,11,74,4,23,77,69,62,39,127,44,931,32,29,0.91,29.09
Big East,Creighton,"Omaha, NE, USA",KHYRI,THOMAS,Omaha,NE, USA,184,56,62,67,8,35,92,109,63,18,158,59,1046,33,33,1,31.7
West Coast,Gonzaga,"Spokane, WA, USA",KILLIAN,TILLIE,Paris,, FRA,181,30,45,58,37,61,60,151,88,17,131,56,944,37,36,0.97,25.51
Southland,Nicholls State,"Thibodaux, LA, USA",KIMANI,JACKSON,Flint,MI, USA,104,23,1,65,26,78,12,106,100,31,57,53,676,32,32,1,21.13
Big 12,Baylor,"Waco, TX, USA",KING,MCCLURE,Dallas,TX, USA,93,31,42,49,1,16,57,68,79,15,144,53,814,34,34,1,23.94
Pacific 12,California,"Berkeley, CA, USA",KINGSLEY,OKOROH,Derby,, GBR,68,8,0,45,66,65,26,108,90,21,100,40,804,32,32,1,25.13
Northeast,Sacred Heart,"Fairfield, CT, USA",KINNON,LAROSE,Ogdensburg,NY, USA,104,12,59,20,10,37,26,80,67,7,141,30,861,31,31,1,27.77
Atlantic 10,Davidson,"Davidson, NC, USA",KISHAWN,PRITCHETT,Mooresville,NC, USA,67,17,39,22,9,22,109,48,53,2,76,60,824,33,33,1,24.97
Big West,Long Beach State,"Long Beach, CA, USA",KJ,BYERS,Charlotte,NC, USA,58,33,6,48,32,34,31,106,56,37,61,55,667,33,33,1,20.21
West Coast,Santa Clara,"Santa Clara, CA, USA",KJ,FEAGIN,Long Beach,CA, USA,201,26,61,79,3,12,125,53,63,12,253,72,1085,31,31,1,35
Summit League,Nebraska-Omaha,"Omaha, NE, USA",KJ,ROBINSON,Blue Springs,MO, USA,100,23,41,28,3,5,74,57,35,6,162,68,815,31,28,0.9,26.29
Missouri Valley,Northern Iowa,"Cedar Falls, IA, USA",KLINT,CARLSON,Waverly,IA, USA,120,21,34,40,11,40,51,159,66,18,165,58,1042,32,32,1,32.56
Summit League,Western Illinois,"Macomb, IL, USA",KOBE,WEBSTER,Indianapolis,IN, USA,165,20,59,57,3,10,97,106,41,16,218,63,935,28,28,1,33.39
Mountain West,Utah State,"Logan, UT, USA",KOBY,MCEWEN,Toronto,ON, CAN,150,23,67,100,1,13,97,150,79,38,225,89,970,34,30,0.88,28.53
Northeast,Robert Morris,"Moon Township, PA, USA",KOBY,THOMAS,Philadelphia,PA, USA,145,20,19,86,6,72,20,155,51,48,185,63,885,33,33,1,26.82
Pacific 12,Arizona State,"Tempe, AZ, USA",KODI,JUSTICE,Mesa,AZ, USA,143,38,77,42,6,8,65,77,62,23,169,47,1030,32,32,1,32.19
Big 12,TCU,"Fort Worth, TX, USA",KOUAT,NOI,Newcastle,, AUS,118,21,59,40,3,37,24,91,62,26,120,28,726,33,33,1,22
Mountain West,UNLV,"Paradise, NV, USA",KRIS,CLYBURN,Detroit,MI, USA,84,17,34,39,9,40,48,65,38,30,121,43,748,33,33,1,22.67
Pacific 12,UCLA,"Los Angeles, CA, USA",KRIS,WILKES,Indianapolis,IN, USA,160,25,56,76,18,43,56,119,83,40,203,44,983,33,33,1,29.79
Colonial,Drexel,"Philadelphia, PA, USA",KURK,LEE,Baltimore,MD, USA,147,41,51,63,2,23,107,90,66,20,234,75,1176,33,33,1,35.64
Atlantic Coast,Boston College,"Chestnut Hill, MA, USA",KY,BOWMAN,Havelock,NC, USA,219,51,80,96,12,29,165,210,90,26,298,111,1337,35,35,1,38.2
Big West,Cal State Fullerton,"Fullerton, CA, USA",KYLE,ALLMAN,Brooklyn,NY, USA,198,36,45,182,6,11,75,100,61,62,207,74,1054,32,32,1,32.94
Atlantic Coast,Virginia,"Charlottesville, VA, USA",KYLE,GUY,Indianapolis,IN, USA,178,35,83,42,1,13,50,76,41,9,251,42,1103,34,34,1,32.44
Patriot League,Lehigh,"Bethlehem, PA, USA",KYLE,LEUFROY,Pasadena,CA, USA,96,28,36,72,3,8,76,138,38,13,169,67,778,30,30,1,25.93
Mid-American,Ball State,"Muncie, IN, USA",KYLE,MALLERS,Fort Wayne,IN, USA,98,18,34,77,13,65,41,93,76,13,117,42,892,32,32,1,27.88
American Athletic,Cincinnati,"Highland Heights, KY, USA",KYLE,WASHINGTON,Champlin,MN, USA,165,9,20,57,50,60,14,137,66,20,162,45,838,36,36,1,23.28
Mid Eastern Athletic,Norfolk State,"Norfolk, VA, USA",KYLE,WILLIAMS,Bronx,NY, USA,101,22,65,40,8,23,44,91,47,18,141,51,871,33,32,0.97,26.39
Big East,Providence,"Providence, RI, USA",KYRON,CARTWRIGHT,Compton,CA, USA,138,44,38,87,1,11,196,86,64,27,185,92,1060,35,34,0.97,30.29
American Athletic,Memphis,"Memphis, TN, USA",KYVON,DAVENPORT,Gainesville,GA, USA,153,21,39,106,42,71,27,138,95,47,147,56,994,34,34,1,29.24
Mid-American,Northern Illinois,"DeKalb, IL, USA",LACEY,JAMES,Grand Rapids,MI, USA,61,21,0,62,7,57,17,93,72,27,93,58,685,32,32,1,21.41
Atlantic 10,St. Bonaventure,"St. Bonaventure, NY, USA",LADARIEN,GRIFFIN,Jacksonville,FL, USA,107,24,1,74,40,80,37,129,79,33,112,39,979,34,33,0.97,28.79
Southland,Nicholls State,"Thibodaux, LA, USA",LAFAYETTE,RUTLEDGE,Gautier,MS, USA,99,20,97,28,0,7,14,37,36,9,148,12,668,32,32,1,20.88
Big 12,Kansas,"Lawrence, KS, USA",LAGERALD,VICK,Memphis,TN, USA,187,34,59,37,13,37,83,150,74,18,196,64,1287,39,39,1,33
Mid Eastern Athletic,Coppin State,"Baltimore, MD, USA",LAMAR,MORGAN,Willingboro,NJ, USA,118,23,88,57,6,13,13,145,85,13,190,52,964,32,31,0.97,30.13
Southeastern,Mississippi State,"Starkville, MS, USA",LAMAR,PETERS,New Orleans,LA, USA,118,50,49,41,9,11,152,65,64,22,202,88,943,37,34,0.92,25.49
Big Ten,Penn State,"University Park, PA, USA",LAMAR,STEVENS,Jenkintown,PA, USA,231,24,30,112,43,54,74,178,93,49,266,87,1290,39,39,1,33.08
Big 12,West Virginia,"Morgantown, WV, USA",LAMONT,WEST,Cincinnati,OH, USA,113,14,55,58,6,49,22,91,72,18,162,37,792,37,36,0.97,21.41
Conference USA,Western Kentucky,"Bowling Green, KY, USA",LAMONTE,BEARDEN,Milwaukee,WI, USA,151,65,19,127,6,21,131,67,77,27,166,92,1053,38,38,1,27.71
Southeastern,Tennessee,"Knoxville, TN, USA",LAMONTE,TURNER,Florence,AL, USA,118,24,70,75,2,19,78,92,69,10,178,43,885,35,35,1,25.29
Ohio Valley,Morehead State,"Morehead, KY, USA",LAMONTRAY,HARRIS,Louisville,KY, USA,106,13,17,58,9,57,24,108,70,9,119,55,603,29,26,0.9,20.79
Patriot League,Lehigh,"Bethlehem, PA, USA",LANCE,TEJADA,Miramar,FL, USA,139,21,77,41,0,11,54,55,55,13,181,49,796,30,27,0.9,26.53
American Athletic,Wichita State,"Wichita, KS, USA",LANDRY,SHAMET,Kansas City,MO, USA,154,23,84,85,6,14,166,89,61,18,161,67,1015,33,32,0.97,30.76
Patriot League,American University,"Washington, DC, USA",LARRY,MOTUZIS,Darien,IL, USA,155,49,63,65,7,22,50,121,74,37,218,66,1083,30,30,1,36.1
Mountain West,Air Force,"Colorado Springs, CO, USA",LAVELLE,SCOTTIE,Fort Worth,TX, USA,145,22,37,50,14,46,43,90,62,19,172,68,826,31,31,1,26.65
Horizon,Northern Kentucky,"Highland Heights, KY, USA",LAVONE,HOLLAND,Louisville,KY, USA,147,34,57,92,7,17,141,116,71,18,209,83,965,32,32,1,30.16
Ohio Valley,Southeast Missouri State,"Cape Girardeau, MO, USA",LEDARRIUS,BREWER,Meridian,MS, USA,152,29,71,74,16,14,40,104,60,26,210,57,912,31,31,1,29.42
Big West,Hawaii,"Honolulu, HI, USA",LELAND,GREEN,Los Angeles,CA, USA,66,22,28,9,2,13,25,45,37,13,130,47,690,30,30,1,23
Big West,UC Santa Barbara,"Santa Barbara, CA, USA",LELAND,KING,Inglewood,CA, USA,186,24,53,73,5,66,61,261,50,24,215,40,1015,32,32,1,31.72
Southland,Stephen F. Austin,"Nacogdoches, TX, USA",LEON,GILMORE,Houston,TX, USA,117,35,8,77,16,44,46,130,70,42,111,58,812,35,35,1,23.2
Big Ten,Illinois,"Champaign, IL, USA",LERON,BLACK,Memphis,TN, USA,188,10,22,76,8,55,26,106,106,19,156,56,789,32,31,0.97,24.66
Ohio Valley,Murray State,"Murray, KY, USA",LEROY,BUCHANAN,Madison,MS, USA,117,50,20,38,12,33,35,92,61,16,114,42,878,32,32,1,27.44
Mid-American,Northern Illinois,"DeKalb, IL, USA",LEVI,BRADLEY,Milwaukee,WI, USA,162,28,26,116,8,41,24,135,76,24,217,42,947,32,32,1,29.59
Mountain West,Boise State,"Boise, ID, USA",LEXUS,WILLIAMS,Chicago,IL, USA,100,30,48,56,2,11,75,62,68,8,132,53,835,32,32,1,26.09
Big South,Gardner-Webb,"Boiling Springs, NC, USA",LIAM,O'REILLY,Austin,TX, USA,166,33,85,58,2,11,120,139,58,11,237,95,1091,32,32,1,34.09
Big 12,Iowa State,"Ames, IA, USA",LINDELL,WIGGINTON,Dartmouth,NS, CAN,171,28,69,107,13,20,88,96,78,55,242,92,1022,31,31,1,32.97
Big 12,Oklahoma State,"Stillwater, OK, USA",LINDY,WATERS,Norman,OK, USA,105,31,50,43,14,28,70,102,85,13,132,43,948,36,35,0.97,26.33
Mid Eastern Athletic,Maryland-Eastern Shore,"Princess Anne, MD, USA",LOGAN,MCINTOSH,Atlanta,GA, USA,111,29,27,97,2,19,133,96,38,32,180,84,1032,32,29,0.91,32.25
Mid-American,Miami (OH),"Oxford, OH, USA",LOGAN,MCLANE,Winterville,NC, USA,132,32,12,37,26,52,23,130,62,37,118,56,789,34,34,1,23.21
Atlantic Coast,Miami (FL),"Coral Gables, FL, USA",LONNIE,WALKER,Reading,PA, USA,132,30,56,48,15,13,61,70,52,17,186,37,888,32,32,1,27.75
Horizon,Wright State,"Fairborn, OH, USA",LOUDON,LOVE,Geneva,IL, USA,186,27,0,79,34,106,38,235,81,67,163,84,972,35,35,1,27.77
Big South,Liberty,"Lynchburg, VA, USA",LOVELL,CABBIL,Arlington,TX, USA,118,43,48,87,14,14,123,137,63,15,188,69,1070,37,33,0.89,28.92
Missouri Valley,Loyola (IL),"Chicago, IL, USA",LUCAS,WILLIAMSON,Chicago,IL, USA,54,30,34,38,10,13,38,72,69,16,70,29,768,38,38,1,20.21
Big Ten,Iowa,"Iowa City, IA, USA",LUKA,GARZA,Washington,DC, USA,146,11,16,92,32,79,35,132,78,43,116,35,715,33,33,1,21.67
Ivy,Columbia,"New York, NY, USA",LUKAS,MEISNER,Braunschweig,, DEU,106,13,43,25,11,36,46,151,41,17,106,48,688,27,25,0.93,25.48
Atlantic Sun,Stetson,"DeLand, FL, USA",LUKE,DOYLE,Oviedo,FL, USA,115,28,59,30,7,17,49,75,46,8,172,41,876,32,32,1,27.38
Mid-American,Toledo,"Toledo, OH, USA",LUKE,KNAPKE,Maria Stein,OH, USA,135,10,22,75,60,61,40,152,70,25,108,63,789,34,34,1,23.21
Atlantic Coast,North Carolina,"Chapel Hill, NC, USA",LUKE,MAYE,Huntersville,NC, USA,251,36,50,73,38,113,88,260,92,44,265,68,1194,37,37,1,32.27
Big West,Cal Poly,"San Luis Obispo, CA, USA",LUKE,MEIKLE,Tacoma,WA, USA,94,14,33,48,8,29,36,103,59,8,159,36,789,31,31,1,25.45
Mid-American,Central Michigan,"Mount Pleasant, MI, USA",LUKE,MEYER,Addison,MI, USA,128,10,54,42,43,54,24,118,72,4,118,32,861,36,36,1,23.92
Atlantic 10,Massachusetts,"Amherst, MA, USA",LUWANE,PIPKINS,Chicago,IL, USA,228,48,107,115,0,15,128,99,67,31,302,108,1114,33,32,0.97,33.76
Big West,Cal State Northridge,"Northridge, CA, USA",LYRIK,SHREINER,Phoenix,AZ, USA,99,24,16,57,8,35,60,107,52,17,119,73,875,30,30,1,29.17
Big South,UNC Asheville,"Asheville, NC, USA",MACIO,TEAGUE,Cincinnati,OH, USA,181,54,97,110,4,17,85,132,57,17,252,70,1200,34,34,1,35.29
Ohio Valley,Eastern Illinois,"Charleston, IL, USA",MACK,SMITH,Indianapolis,IN, USA,106,17,54,44,5,5,35,91,55,15,125,41,682,31,25,0.81,22
Missouri Valley,Illinois State,"Normal, IL, USA",MADISON,WILLIAMS,Augusta,GA, USA,56,33,38,13,10,9,43,67,83,4,119,40,754,33,31,0.94,22.85
Southeastern,South Carolina,"Columbia, SC, USA",MAIK,KOTSAR,Tallin,, EST,107,31,6,43,17,58,47,99,91,33,144,58,875,33,33,1,26.52
Southern,Chattanooga,"Chattanooga, TN, USA",MAKALE,FOREMAN,Kingsport,TN, USA,110,25,76,39,0,13,60,53,50,7,166,48,1161,33,33,1,35.18
Southern,Chattanooga,"Chattanooga, TN, USA",MAKINDE,LONDON,Nashville,TN, USA,133,26,45,84,23,40,52,158,79,31,200,86,769,33,29,0.88,23.3
Big 12,Kansas State,"Manhattan, KS, USA",MAKOL,MAWIEN,West Valley City,UT, USA,105,19,5,44,42,42,12,85,106,12,75,42,750,37,37,1,20.27
Southland,New Orleans,"New Orleans, LA, USA",MAKUR,PUOU,Rumbek,, SSD,109,21,0,67,24,64,34,121,70,29,117,60,896,33,33,1,27.15
Pacific 12,Washington State,"Pullman, WA, USA",MALACHI,FLYNN,Tacoma,WA, USA,162,48,77,88,2,22,132,85,54,16,230,66,1035,31,31,1,33.39
Ohio Valley,Jacksonville State,"Jacksonville, AL, USA",MALCOLM,DRUMWRIGHT,Rancho Cucamonga,CA, USA,162,25,73,75,2,16,130,74,69,14,243,47,1231,36,36,1,34.19
Mid-American,Akron,"Akron, OH, USA",MALCOLM,DUVIVIER,Toronto,ON, CAN,159,27,87,51,6,10,99,71,87,28,250,95,1041,32,32,1,32.53
Ohio Valley,Morehead State,"Morehead, KY, USA",MALEK,GREEN,Cincinnati,OH, USA,74,10,4,33,17,46,10,101,63,21,78,29,658,29,28,0.97,22.69
Sun Belt,Georgia State,"Atlanta, GA, USA",MALIK,BENLEVI,Savannah,GA, USA,117,51,70,31,31,51,59,176,63,13,149,24,1225,35,35,1,35
Atlantic 10,Virginia Commonwealth,"Richmond, VA, USA",MALIK,CROWFIELD,LaPlace,LA, USA,54,23,46,14,4,4,44,35,44,4,98,24,694,33,29,0.88,21.03
Atlantic 10,Massachusetts,"Amherst, MA, USA",MALIK,HINES,Jackson,MS, USA,121,14,0,54,28,76,26,127,81,20,63,56,892,33,33,1,27.03
Metro Atlantic Athletic,Canisius,"Buffalo, NY, USA",MALIK,JOHNSON,Richmond,VA, USA,90,49,34,45,4,4,152,105,56,16,115,56,1093,33,33,1,33.12
Sun Belt,Louisiana-Lafayette,"Lafayette, LA, USA",MALIK,MARQUETTI,Compton,CA, USA,91,28,52,43,6,35,63,85,53,8,131,43,923,34,34,1,27.15
American Athletic,South Florida,"Tampa, FL, USA",MALIK,MARTIN,Miami,FL, USA,85,17,9,26,30,46,17,105,44,20,61,44,744,32,31,0.97,23.25
Atlantic Sun,USC Upstate,"Spartanburg, SC, USA",MALIK,MOORE,Asheville,NC, USA,147,42,33,105,12,49,78,145,89,43,186,64,952,32,32,1,29.75
Big 12,Kansas,"Lawrence, KS, USA",MALIK,NEWMAN,Jackson,MS, USA,186,42,85,96,6,20,82,176,61,19,216,57,1233,39,39,1,31.62
Conference USA,Rice,"Houston, TX, USA",MALIK,OSBORNE,Matteson,IL, USA,92,18,22,72,24,71,26,130,67,42,130,58,840,31,31,1,27.1
Mountain West,San Diego State,"San Diego, CA, USA",MALIK,POPE,Sacramento,CA, USA,168,23,14,61,37,70,38,146,73,28,155,58,842,33,32,0.97,25.52
Big 12,Baylor,"Waco, TX, USA",MANU,LECOMTE,Brussels,, BEL,162,22,91,121,0,7,122,65,61,15,241,71,1124,34,33,0.97,33.06
Southern,Western Carolina,"Cullowhee, NC, USA",MARC,GOSSELIN,Lyon,, FRA,104,34,27,37,19,60,45,142,76,11,121,59,843,32,31,0.97,26.34
Atlantic Coast,Clemson,"Clemson, SC, USA",MARCQUISE,REED,Landover,MD, USA,182,58,67,120,0,26,116,139,67,22,243,81,1222,35,35,1,34.91
Mid Eastern Athletic,Florida A&M,"Tallahassee, FL, USA",MARCUS,BARHAM,Melbourne,FL, USA,169,25,85,103,6,32,59,101,45,20,262,92,1115,34,31,0.91,32.79
Missouri Valley,Southern Illinois,"Carbondale, IL, USA",MARCUS,BARTLEY,Decatur,IL, USA,57,22,41,19,7,0,90,37,64,5,96,55,709,33,26,0.79,21.48
Colonial,North Carolina-Wilmington,"Wilmington, NC, USA",MARCUS,BRYAN,Raleigh,NC, USA,72,13,0,38,17,81,34,139,55,29,91,31,877,32,32,1,27.41
Big South,Campbell,"Buies Creek, NC, USA",MARCUS,BURK,Indianapolis,IN, USA,173,42,91,51,8,21,38,99,47,9,180,45,1048,34,33,0.97,30.82
Atlantic Coast,Pittsburgh,"Pittsburgh, PA, USA",MARCUS,CARR,Toronto,ON, CAN,106,20,36,72,4,8,129,82,70,16,162,88,919,32,32,1,28.72
Big East,Georgetown,"Washington, DC, USA",MARCUS,DERRICKSON,Bowie,MD, USA,150,20,47,113,19,67,46,167,70,18,147,63,927,30,29,0.97,30.9
Mountain West,Boise State,"Boise, ID, USA",MARCUS,DICKINSON,Norman,OK, USA,51,12,33,47,0,2,44,74,53,12,93,31,676,32,32,1,21.13
